,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
43,140000.0,2,2,1,37,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0
44,40000.0,2,1,2,30,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0
45,210000.0,1,1,2,29,0.0,0.0,0.0,0.0,0.0,0.0,1
46,20000.0,2,1,2,22,3000.0,0.0,16741.0,334.0,0.0,0.0,1
47,150000.0,2,5,2,46,1013.0,1170.0,0.0,0.0,0.0,0.0,1
48,380000.0,1,2,2,32,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0
49,20000.0,1,1,2,24,1318.0,1315.0,704.0,928.0,912.0,1069.0,0
50,70000.0,1,3,2,42,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1
51,100000.0,2,3,3,43,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0
52,310000.0,2,2,1,49,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0
53,180000.0,2,1,2,25,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0
54,150000.0,2,1,2,29,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0
55,500000.0,2,1,1,45,3640.0,162.0,0.0,151.0,2530.0,0.0,0
56,180000.0,2,3,1,34,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0
57,180000.0,2,2,1,34,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0
58,200000.0,2,1,2,34,0.0,0.0,700.0,0.0,1200.0,0.0,0
59,400000.0,2,2,1,29,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0
60,500000.0,2,3,1,28,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1
61,70000.0,1,2,1,39,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0
62,50000.0,1,1,2,29,0.0,2700.0,0.0,2225.0,1200.0,0.0,1
63,50000.0,2,2,1,46,1000.0,0.0,0.0,0.0,0.0,0.0,1
64,130000.0,2,2,1,51,0.0,0.0,0.0,2353.0,0.0,0.0,0
65,200000.0,1,1,1,57,0.0,0.0,8222.0,300.0,0.0,1000.0,1
66,10000.0,1,2,1,56,2300.0,0.0,150.0,200.0,200.0,160.0,1
67,210000.0,2,1,2,30,300.0,1159.0,2280.0,300.0,4250.0,909.0,0
68,130000.0,2,3,2,29,0.0,0.0,20161.0,0.0,7319.0,13899.0,0
69,20000.0,1,5,2,22,0.0,1200.0,1000.0,500.0,1000.0,0.0,0
70,80000.0,1,1,2,31,0.0,390.0,390.0,390.0,390.0,390.0,0
71,320000.0,1,2,2,29,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1
72,200000.0,2,2,1,32,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0
73,290000.0,2,1,2,37,0.0,3155.0,0.0,2359.0,0.0,0.0,0
74,340000.0,1,1,2,32,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0
75,20000.0,1,2,2,24,2850.0,0.0,610.0,630.0,1500.0,0.0,0
76,50000.0,1,3,2,25,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0
77,300000.0,2,1,1,45,291.0,291.0,291.0,291.0,291.0,291.0,0
78,30000.0,2,2,2,22,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1
79,240000.0,2,2,2,44,0.0,0.0,0.0,0.0,0.0,0.0,1
80,470000.0,2,3,3,33,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0
81,360000.0,2,1,2,26,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0
82,60000.0,1,3,2,30,1576.0,1213.0,648.0,768.0,1140.0,0.0,1
83,400000.0,2,2,1,44,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0
84,50000.0,2,3,2,49,1676.0,1302.0,700.0,699.0,849.0,826.0,0
85,160000.0,1,2,2,33,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0
86,360000.0,2,1,1,45,1170.0,0.0,0.0,390.0,390.0,390.0,1
87,160000.0,2,2,2,32,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0
88,130000.0,2,1,1,35,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0
89,20000.0,1,3,2,44,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0
90,200000.0,1,1,1,53,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1
91,280000.0,2,1,2,39,0.0,3968.0,0.0,0.0,0.0,0.0,0
92,100000.0,2,1,2,27,7555.0,0.0,0.0,0.0,0.0,0.0,0
93,160000.0,2,2,1,37,1602.0,840.0,840.0,0.0,0.0,7736.0,0
94,60000.0,2,2,2,23,1937.0,1301.0,682.0,690.0,816.0,835.0,0
95,90000.0,1,2,2,35,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
96,360000.0,1,1,1,43,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
97,150000.0,1,1,2,27,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0
98,50000.0,2,3,1,22,1411.0,1194.0,379.0,281.0,321.0,197.0,0
99,20000.0,1,2,1,38,1699.0,1460.0,626.0,1750.0,150.0,0.0,1
100,140000.0,1,1,2,32,10212.0,850.0,415.0,100.0,1430.0,0.0,0
101,380000.0,2,1,2,30,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0
102,480000.0,1,1,1,63,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0
103,50000.0,2,3,2,22,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
104,60000.0,2,2,2,26,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0
105,70000.0,2,2,2,24,0.0,0.0,0.0,0.0,26529.0,2000.0,0
106,80000.0,2,2,1,36,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
107,350000.0,1,1,2,52,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0
108,130000.0,1,2,2,38,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0
109,360000.0,1,2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,0
110,330000.0,2,1,1,31,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0
111,50000.0,1,3,1,47,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
112,280000.0,1,2,1,41,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0
113,100000.0,2,1,2,24,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0
114,50000.0,1,2,2,41,1340.0,1305.0,700.0,718.0,724.0,684.0,0
115,30000.0,1,1,2,24,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1
116,240000.0,1,1,2,28,326.0,326.0,5676.0,476.0,326.0,526.0,0
117,80000.0,1,2,2,26,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
118,400000.0,1,2,1,34,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0
119,240000.0,2,2,2,38,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
120,50000.0,1,3,2,37,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1
121,450000.0,1,1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,1
122,110000.0,2,1,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0
123,310000.0,2,2,1,35,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1
124,20000.0,1,1,2,27,1404.0,1130.0,600.0,861.0,313.0,0.0,0
125,20000.0,1,2,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0
126,200000.0,1,3,2,52,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
127,180000.0,1,1,1,36,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
128,50000.0,1,2,1,51,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
129,60000.0,1,3,1,55,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0
130,30000.0,2,1,2,23,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0
131,240000.0,1,1,2,41,2622.0,3301.0,0.0,360.0,1737.0,924.0,0
132,420000.0,1,2,1,34,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0
133,330000.0,1,3,1,46,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0
134,30000.0,2,2,2,22,2000.0,1400.0,0.0,500.0,0.0,1560.0,0
135,240000.0,1,2,1,34,1500.0,1800.0,0.0,1000.0,0.0,327.0,0
136,150000.0,1,1,2,27,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
137,210000.0,2,2,1,33,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
138,50000.0,2,3,1,51,300.0,5880.0,0.0,0.0,0.0,0.0,1
139,50000.0,1,1,2,24,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
140,240000.0,1,1,2,47,0.0,0.0,0.0,0.0,0.0,0.0,1
141,180000.0,1,2,2,28,0.0,416.0,332.0,500.0,3500.0,832.0,0
142,50000.0,1,2,2,23,1000.0,10000.0,400.0,700.0,800.0,600.0,0
143,170000.0,1,2,2,29,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0
144,20000.0,1,1,2,29,15586.0,344.0,2340.0,4702.0,339.0,330.0,0
145,50000.0,1,1,2,28,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0
146,170000.0,2,2,2,27,1661.0,1200.0,351.0,358.0,182.0,0.0,1
147,200000.0,1,1,2,34,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0
148,80000.0,2,2,1,23,1650.0,0.0,0.0,379.0,2091.0,1.0,0
149,260000.0,2,1,1,60,0.0,22500.0,0.0,969.0,1000.0,0.0,0
150,140000.0,1,2,1,32,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
151,80000.0,1,1,2,25,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0
152,350000.0,1,1,2,41,2906.0,1000.0,630.0,0.0,0.0,0.0,0
153,280000.0,2,2,1,56,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0
154,30000.0,2,3,2,26,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0
155,140000.0,1,1,1,34,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0
156,200000.0,2,1,2,37,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0
157,200000.0,2,3,2,30,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0
158,210000.0,1,3,1,45,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1
159,50000.0,1,3,1,57,0.0,1600.0,500.0,500.0,600.0,600.0,0
160,30000.0,1,1,2,41,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
161,50000.0,1,2,2,27,390.0,780.0,216.0,864.0,0.0,390.0,0
162,290000.0,1,3,1,47,396.0,396.0,792.0,0.0,423.0,369.0,0
163,250000.0,2,1,1,34,17994.0,0.0,5469.0,5656.0,6811.0,3920.0,0
164,60000.0,2,2,1,46,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0,0
165,110000.0,2,1,2,27,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0,0
166,370000.0,1,1,2,50,15383.0,8204.0,15413.0,4792.0,13453.0,4699.0,0
167,100000.0,1,2,1,27,3166.0,0.0,1330.0,1398.0,12.0,50000.0,0
168,90000.0,2,2,1,35,3500.0,3500.0,3652.0,10000.0,4000.0,0.0,0
169,50000.0,2,2,2,22,1510.0,1442.0,982.0,1017.0,1277.0,567.0,0
170,270000.0,1,2,2,37,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0
171,300000.0,2,1,2,30,3288.0,0.0,4340.0,2672.0,800.0,746.0,0
172,50000.0,2,2,2,22,15000.0,1000.0,149.0,0.0,5000.0,10000.0,0
173,50000.0,2,1,2,24,0.0,0.0,0.0,0.0,0.0,0.0,1
174,360000.0,1,1,2,29,0.0,77.0,0.0,0.0,0.0,0.0,0
175,130000.0,1,3,1,56,3000.0,3000.0,3000.0,5500.0,0.0,0.0,1
176,80000.0,1,1,2,30,504.0,500.0,1000.0,500.0,3500.0,0.0,0
177,50000.0,1,2,2,30,0.0,1500.0,1000.0,2000.0,0.0,2000.0,0
178,20000.0,2,2,2,22,1212.0,1201.0,500.0,1500.0,1500.0,1000.0,0
179,80000.0,2,2,1,29,5800.0,1000.0,600.0,400.0,1000.0,0.0,0
180,240000.0,1,1,2,37,15000.0,0.0,2000.0,0.0,1256.0,65935.0,0
181,80000.0,2,3,2,35,12500.0,6500.0,3000.0,2000.0,3000.0,2000.0,0
182,500000.0,2,1,1,47,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0,0
183,60000.0,2,2,1,24,2500.0,1600.0,3000.0,1000.0,737.0,2000.0,1
184,20000.0,1,2,2,25,1200.0,1593.0,601.0,135.0,1824.0,0.0,0
185,100000.0,2,2,1,38,0.0,1600.0,1500.0,0.0,1000.0,1500.0,1
186,360000.0,2,1,2,32,57087.0,5295.0,68454.0,13889.0,16250.0,38313.0,0
187,200000.0,2,3,2,47,8214.0,7000.0,6800.0,7134.0,0.0,6836.0,1
188,130000.0,2,2,1,34,5396.0,5000.0,3500.0,501.0,1000.0,2000.0,0
189,20000.0,2,2,2,31,0.0,1000.0,0.0,0.0,760.0,0.0,0
190,310000.0,1,1,2,32,10020.0,6031.0,10057.0,5028.0,5060.0,4223.0,0
191,60000.0,2,1,2,27,1342.0,1664.0,2000.0,0.0,900.0,846.0,1
192,180000.0,2,1,2,29,199.0,0.0,0.0,17227.0,341.0,5114.0,0
193,180000.0,2,1,2,24,37867.0,0.0,200.0,0.0,0.0,0.0,0
194,50000.0,1,2,1,36,2000.0,1000.0,2000.0,500.0,1000.0,20011.0,0
195,50000.0,2,1,2,24,1900.0,1400.0,1700.0,1532.0,1600.0,0.0,1
196,150000.0,2,2,1,34,0.0,0.0,116.0,0.0,1500.0,0.0,0
197,20000.0,2,1,2,22,1500.0,1032.0,541.0,20000.0,693.0,1000.0,0
198,500000.0,2,1,1,34,138.0,2299.0,1251.0,1206.0,1151.0,15816.0,0
199,30000.0,2,3,2,22,1000.0,85.0,1714.0,104.0,0.0,0.0,1
200,180000.0,2,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0
201,140000.0,1,1,2,31,25000.0,0.0,3000.0,7800.0,0.0,2500.0,0
202,140000.0,2,1,2,26,10000.0,13001.0,5841.0,13506.0,487.0,7004.0,0
203,120000.0,1,2,2,26,5000.0,5000.0,4152.0,5000.0,5000.0,5000.0,0
204,360000.0,2,2,1,48,9100.0,7300.0,5800.0,5600.0,5600.0,4100.0,0
205,20000.0,1,3,1,43,22359.0,1305.0,1258.0,1459.0,3457.0,1700.0,0
206,100000.0,1,1,1,47,1473.0,390.0,390.0,390.0,0.0,2380.0,0
207,210000.0,2,2,1,41,1586.0,343.0,3763.0,877.0,0.0,419.0,1
208,80000.0,2,2,2,24,3200.0,3000.0,2038.0,2000.0,1800.0,1800.0,1
209,330000.0,2,1,1,50,4345.0,2854.0,1702.0,0.0,1709.0,258.0,0
210,220000.0,1,1,2,24,5000.0,5050.0,8303.0,0.0,85632.0,0.0,0
211,210000.0,2,1,1,38,0.0,250.0,0.0,789.0,1222.0,9616.0,1
212,40000.0,2,3,1,43,1700.0,1504.0,1200.0,1500.0,1500.0,1000.0,0
213,30000.0,1,2,2,39,3036.0,2309.0,0.0,1000.0,2000.0,148.0,0
214,470000.0,1,2,2,27,13000.0,11001.0,0.0,10484.0,10838.0,10367.0,0
215,30000.0,1,3,1,42,390.0,390.0,240.0,1470.0,0.0,0.0,0
216,240000.0,2,2,1,36,0.0,0.0,0.0,0.0,0.0,0.0,1
217,80000.0,1,2,2,36,3100.0,3500.0,3400.0,3000.0,3500.0,3000.0,0
218,110000.0,2,3,0,31,4000.0,5000.0,3000.0,3000.0,3000.0,8954.0,0
219,310000.0,2,1,2,38,4542.0,126.0,0.0,0.0,0.0,0.0,0
220,360000.0,2,1,1,40,12000.0,0.0,5900.0,5000.0,4500.0,4700.0,1
221,330000.0,2,3,2,45,12388.0,12378.0,12116.0,12450.0,12213.0,11678.0,0
222,300000.0,2,2,2,35,12019.0,9006.0,17000.0,12000.0,9557.0,15000.0,0
223,320000.0,2,2,2,33,10042.0,18832.0,2117.0,2076.0,5045.0,3754.0,0
224,50000.0,2,3,2,37,0.0,24.0,1500.0,1000.0,1201.0,30592.0,1
225,170000.0,2,1,2,28,6530.0,4860.0,22500.0,4820.0,4877.0,4962.0,0
226,350000.0,1,3,1,44,2686.0,1864.0,569.0,0.0,0.0,0.0,0
227,20000.0,1,2,1,37,1609.0,3000.0,663.0,676.0,834.0,782.0,0
228,50000.0,1,2,2,23,2401.0,2254.0,2004.0,704.0,707.0,1004.0,1
229,20000.0,2,3,2,24,0.0,1333.0,500.0,100.0,0.0,3200.0,0
230,50000.0,2,1,2,24,2090.0,2002.0,1002.0,238.0,1011.0,389.0,0
231,20000.0,1,2,2,23,0.0,1200.0,1000.0,0.0,1000.0,10000.0,1
232,50000.0,1,2,1,26,0.0,0.0,2624.0,45567.0,1747.0,2000.0,0
233,190000.0,1,2,2,34,5000.0,5000.0,10000.0,0.0,12118.0,2769.0,1
234,60000.0,2,2,1,33,1506.0,1298.0,1000.0,721.0,811.0,599.0,0
235,80000.0,1,1,2,35,3983.0,6853.0,1719.0,1378.0,19942.0,2418.0,0
236,150000.0,2,2,2,27,4500.0,1745.0,1566.0,1208.0,1077.0,2529.0,0
237,210000.0,2,1,2,31,0.0,7422.0,893.0,6082.0,2293.0,3299.0,0
238,240000.0,2,3,1,50,10116.0,9150.0,8008.0,8000.0,8009.0,7714.0,1
239,140000.0,2,2,3,41,3000.0,2000.0,2198.0,1000.0,3000.0,2399.0,1
240,60000.0,2,1,2,28,0.0,0.0,0.0,0.0,2285.0,0.0,0
241,50000.0,1,1,2,39,1800.0,2000.0,3000.0,2000.0,2000.0,2000.0,0
242,50000.0,2,2,2,27,1800.0,1750.0,900.0,1200.0,1200.0,1100.0,0
243,180000.0,2,1,2,32,2821.0,0.0,0.0,2821.0,0.0,176.0,0
244,30000.0,2,1,2,40,355.0,120.0,0.0,0.0,60.0,60.0,0
245,20000.0,2,2,2,40,1601.0,2203.0,2114.0,0.0,0.0,0.0,0
246,250000.0,2,2,1,75,1631.0,1536.0,1010.0,5572.0,794.0,1184.0,0
247,100000.0,2,2,2,27,1788.0,1799.0,1100.0,1150.0,2423.0,0.0,0
248,330000.0,1,1,2,25,2504.0,4007.0,5056.0,74.0,1023.0,2566.0,0
249,50000.0,1,3,1,46,1561.0,1268.0,587.0,611.0,1000.0,2000.0,0
250,50000.0,2,2,2,26,1710.0,136.0,1206.0,2002.0,2005.0,3003.0,0
251,30000.0,1,2,2,28,5006.0,1244.0,851.0,955.0,0.0,0.0,0
252,140000.0,2,2,2,26,5366.0,5087.0,3605.0,3894.0,3785.0,3304.0,1
253,160000.0,2,1,2,28,7042.0,2000.0,1000.0,99669.0,12600.0,10000.0,0
254,400000.0,2,2,2,29,3127.0,1469.0,4968.0,1905.0,2494.0,862.0,0
255,50000.0,1,2,1,25,1565.0,1393.0,980.0,994.0,1024.0,886.0,0
256,140000.0,2,2,1,48,1233.0,1075.0,1355.0,1130.0,21361.0,1347.0,0
257,160000.0,2,2,1,33,2453.0,9880.0,52572.0,1546.0,2210.0,0.0,0
258,100000.0,2,3,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0
259,220000.0,1,1,1,48,10000.0,9020.0,6000.0,5500.0,6000.0,5500.0,1
260,510000.0,2,1,2,29,40010.0,20094.0,5000.0,5001.0,25365.0,65000.0,0
261,50000.0,1,2,2,29,1602.0,1400.0,3000.0,3130.0,1062.0,6318.0,0
262,160000.0,2,1,1,38,4664.0,5969.0,18941.0,0.0,12652.0,1916.0,0
263,230000.0,2,1,2,37,51315.0,0.0,0.0,299.0,338.0,0.0,0
264,80000.0,2,1,2,37,258.0,5995.0,188.0,1644.0,16872.0,4000.0,0
265,150000.0,2,2,1,25,0.0,0.0,316.0,316.0,316.0,316.0,0
266,10000.0,1,3,2,23,1134.0,1298.0,478.0,847.0,0.0,175.0,0
267,130000.0,2,3,2,49,4100.0,3095.0,1630.0,561.0,600.0,0.0,1
268,40000.0,2,1,2,48,1600.0,1600.0,1500.0,1500.0,1500.0,1500.0,0
269,50000.0,1,2,2,27,1700.0,0.0,426.0,501.0,2614.0,1390.0,1
270,100000.0,1,3,2,32,2035.0,2004.0,616.0,2007.0,1009.0,2015.0,0
271,120000.0,1,1,1,34,0.0,1350.0,0.0,0.0,0.0,450.0,0
272,260000.0,2,1,2,58,0.0,0.0,0.0,0.0,0.0,0.0,1
273,200000.0,2,2,2,33,2000.0,1322.0,2000.0,2000.0,1200.0,3000.0,0
274,360000.0,2,2,2,28,0.0,0.0,0.0,0.0,0.0,0.0,1
275,70000.0,2,2,2,36,4483.0,12496.0,3268.0,3000.0,3000.0,2000.0,0
276,460000.0,1,1,1,40,2728.0,0.0,2654.0,0.0,22545.0,0.0,1
277,50000.0,2,1,2,26,316.0,316.0,316.0,316.0,316.0,316.0,0
278,50000.0,1,3,1,33,2007.0,2199.0,691.0,707.0,703.0,697.0,0
279,250000.0,2,2,1,31,4000.0,4500.0,5000.0,4000.0,5000.0,4400.0,0
280,30000.0,2,1,2,27,1000.0,664.0,1500.0,0.0,0.0,0.0,0
281,270000.0,1,2,1,44,10063.0,5162.0,10150.0,44299.0,43509.0,31031.0,0
282,180000.0,2,3,2,30,7722.0,6091.0,3563.0,3605.0,3000.0,3211.0,0
283,100000.0,2,1,2,28,4173.0,3000.0,2025.0,5000.0,3000.0,3000.0,0
284,230000.0,2,3,1,32,5000.0,5000.0,5000.0,5000.0,4000.0,5000.0,0
285,210000.0,2,1,1,46,41986.0,21874.0,20076.0,16171.0,586.0,19777.0,0
286,210000.0,1,1,2,38,3276.0,2026.0,2000.0,2000.0,2000.0,2502.0,0
287,440000.0,2,2,1,46,8610.0,6907.0,3727.0,3800.0,4001.0,2701.0,0
288,100000.0,2,2,2,25,3472.0,2092.0,2000.0,2127.0,1960.0,1559.0,1
289,240000.0,2,2,1,46,1295.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
290,280000.0,1,1,2,33,898.0,325.0,898.0,325.0,0.0,345293.0,1
291,50000.0,2,2,2,22,0.0,0.0,0.0,0.0,0.0,0.0,1
292,30000.0,1,2,1,43,1100.0,0.0,300.0,0.0,600.0,0.0,0
293,10000.0,1,2,2,27,3507.0,0.0,500.0,370.0,393.0,700.0,1
294,130000.0,1,1,2,29,0.0,0.0,0.0,0.0,0.0,1500.0,0
295,200000.0,1,1,2,31,9000.0,7465.0,4715.0,4804.0,5141.0,5300.0,0
296,120000.0,2,2,1,29,657.0,2319.0,1423.0,0.0,1820.0,2496.0,0
297,210000.0,2,2,1,36,6483.0,5082.0,6000.0,5900.0,4544.0,4700.0,0
298,280000.0,2,1,1,36,2755.0,3463.0,1300.0,1100.0,1100.0,2000.0,0
299,300000.0,1,1,2,34,0.0,13001.0,0.0,19595.0,203.0,0.0,1
300,100000.0,1,2,2,37,3490.0,2332.0,2314.0,2365.0,2497.0,2305.0,0
301,440000.0,2,1,2,36,0.0,0.0,0.0,0.0,162000.0,0.0,0
302,50000.0,2,3,1,40,2400.0,1206.0,1000.0,1000.0,1000.0,1000.0,0
303,20000.0,2,1,2,25,2800.0,0.0,4000.0,1700.0,1000.0,2000.0,1
304,200000.0,2,1,2,27,665.0,960.0,3908.0,1014.0,3500.0,2880.0,0
305,110000.0,2,2,2,26,3220.0,5904.0,0.0,3000.0,0.0,0.0,0
306,500000.0,2,2,1,36,23962.0,0.0,8500.0,4590.0,0.0,0.0,0
307,300000.0,2,2,1,27,5215.0,0.0,0.0,0.0,0.0,0.0,0
